Facility ID,Organisation Name,Facility Name,Province,City,Address,Postal Code,NPRI ID,2014 GHG Emissions (kilotonnes of carbon dioxide equivalent),Facility GHG Data Link,NAICS Name,NAICS Data Link,Latitude,Longitude
433,Capital Regional District,Hartland Landfill,British Columbia,Victoria,1 Hartland Avenue,V9E1J9,,91.14,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10433,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,48.3212,-123.2747
438,Cenovus Energy Inc.,Suffield Oil Battery 01-27,Alberta,Medicine Hat,01-27-019-08W4,       ,16766,51.91,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10438,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,50.63231,-111.02324
439,CertainTeed Gypsum Canada Inc,Vancouver Wallboard Plant,British Columbia,Delta,1070 Derwent Way Way East,V3M5R1,7983,20.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10439,Gypsum Product Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327420,49.1678,-122.9386
440,LHOIST NORTH AMERICA OF CANADA  INC.,Langley Plant,British Columbia,Langley,20303 102b Avenue,V1M3H1,7821,64.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10440,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327410,49.1912,-122.6605
441,City of Lethbridge,Lethbridge Waste and Recycling Centre Disposal Site,Alberta,Lethbridge,910 4th Avenue South,T1J0P6,,67.28,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10441,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,49.47331,-112.47621
442,City of Saskatoon,Landfill,Saskatchewan,Saskatoon,2001 Spadina Crescent West,S7M5V5,,90.59,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10442,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,52.09923,-106.70651
443,City of Vancouver,Vancouver Landfill,British Columbia,Delta,5400 72nd Street,V4K3N2,25010,326.02,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10443,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,49.099,-123.024
444,"City of Winnipeg, Water & Waste Department",Kilcona Landfill,Manitoba,Winnipeg,1229 Springfield Road,R3E1X1,,61.95,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10444,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,49.93123,-97.04538
445,Colacem Canada inc,Cimenterie Kilmar,Quebec,Grenville-sur-la-Rouge,1235 Chemin Kilmar,J0V1B0,8599,180.86,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10445,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327310,45.7683,-74.6141
452,Domtar Inc.,Domtar Usine de Windsor,Quebec,Windsor,609 rang 12,J1S2L9,1195,88.65,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10452,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,45.5644,-71.979
453,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Ontario,Windsor,274 Cadillac Street,N8Y2S7,11791,69.84,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10453,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,42.3249,-82.9996
459,Enwave Energy Corporation,Pearl Street Steam Plant,Ontario,Toronto,120 Pearl Street,M5H1L2,7656,109.37,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10459,Steam & Air-Conditioning Supply,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221330,43.64828,-79.38596
460,Enwave Energy Corporation,Walton Street Steam Plant,Ontario,Toronto,95 Walton Street,M5G1H9,7657,98.58,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10460,Steam & Air-Conditioning Supply,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221330,43.65795,-79.38527
461,EPCOR Water Services Inc.,Gold Bar Wastewater Treatment Plant,Alberta,Edmonton,10977 50 Street Northwest,T6A 2E9,5390,38.4,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10461,Sewage Treatment Facilities,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221320,53.5608,-113.4153
462,Essar Power Canada Ltd.,Essar Power Canada Ltd,Ontario,Sault Ste. Marie,105 West Street,P6A7B4,11793,1463.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10462,Other Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221119,46.5217,-84.3637
465,"Cenovus FCCL Ltd., as operator for FCCL Partnership",Foster Creek SAGD Bitumen Battery (with Cogen),Alberta,Bonnyville,04-22-070-04-W4,T9N2J7,6627,2536.55,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10465,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,55.0696,-110.5361
466,Flakeboard Company Limited,Flakeboard Company Limited,Ontario,Sault Ste Marie,657 Baseline Road,P6A5K6,5885,34.8,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10466,Particle Board & Fibreboard Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=321216,46.5183,-84.4148
467,"Ford Motor Company of Canada, Limited",Oakville Assembly Plant,Ontario,Oakville,The Canadian Road,L6J5C9,3419,83.71,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10467,Automobile & Light-Duty Motor Vehicle Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=336110,43.484,-79.6692
469,Goreway Station Partnership,Goreway Power Station,Ontario,Brampton,8600 Goreway Drive,L6T0A8,11659,406.23,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10469,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,43.7465,-79.6799
470,Greater Vancouver Sewerage and Drainage District,Metro Vancouver Waste-to-Energy Facility,British Columbia,Burnaby,5150 Riverbend Drive,V3N4V3,362,108.68,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10470,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,49.1866,-122.9785
471,Green Lane Landfill,Green Lane Landfill,Ontario,St. Thomas,38593 Third Line R.R. 7,N5P3T2,11685,159.68,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10471,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,42.8156,-81.3267
472,GreenField Specialty Alcohols Inc.,Johnstown Plant,Ontario,Prescott,141 Commerce Drive,K0E1T0,11684,90.36,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10472,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,44.7353,-75.4842
475,Husky Oil Operations Limited,Lloydminster Refinery,Alberta,Lloydminster,5650 52nd Street,T9V0R7,403,93.15,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10475,Petroleum Refineries,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=324110,53.2885,-110.0183
476,Husky Oil Operations Limited,Rainbow Lake Gas plant,Alberta,Rainbow Lake,10-10-109-08W6,T0H2Y0,1439,57.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10476,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,58.45067,-119.2384
478,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc. - Aylmer Plant,Ontario,Aylmer,89 Progress Drive,N5H2R9,11696,61.6,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10478,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,42.78237,-80.97558
479,INVISTA (Canada) Company,INVISTA (Canada) Company,Ontario,Kingston,455 Front Road,K7L4Z6,3422,90.38,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10479,Artificial & Synthetic Fibres & Filaments Mfg,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325220,44.2159,-76.5553
481,Irving Consumer Products,Irving Tissue,Ontario,Toronto,1551 Weston Road,M6M4Y4,327,59.64,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10481,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,43.69415,-79.50455
482,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Ontario,Port Colborne,1555 Elm Street,L3K5V5,10303,71.16,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10482,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,42.9212,-79.2554
484,Keyera Corp,Gilby Gas Plant,Alberta,Rimbey,15-22-040-01 W5M,       ,1364,68.67,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10484,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,52.463,-114.3465
486,Keyera Corp,West Pembina GP,Alberta,Drayton Valley,10-10-047-14 W5M,       ,4152,70.56,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10486,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,53.0414,-115.96111
488,Produits Kruger s.e.c.,"Produits Kruger s.e.c., usine de Gatineau",Quebec,Gatineau,20 Laurier Street,J8X4H3,5535,55.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10488,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,45.4276,-75.7102
489,"Lake Utopia Paper A Division of J.D. Irving, Limited","Lake Utopia Paper A Division of J.D. Irving, Limited",New Brunswick,Utopia,600 Route 785,E5C2K4,1572,51.23,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10489,Paperboard Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322130,45.1567,-66.7714
490,Lantic Inc. - Raffinerie Montréal,Lantic Inc. - Raffinerie Montréal,Quebec,Montréal,4026 Notre-Dame Street East,H1W2K3,3043,79.69,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10490,Sugar Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311310,45.546113,-73.533495
491,Lantic Inc. Taber Factory,Lantic Inc. Taber Beet Sugar Factory,Alberta,Taber,5405 64th Street Street,T1G2C4,947,69.6,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10491,Sugar Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311310,49.7894,-112.1261
492,"Lidya Énergie, s.e.c.","Lidya Énergie, s.e.c.",Quebec,Lachute,6985 des Sources Road,J8H2C5,8760,0.05,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10492,Other Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221119,45.6106,-74.2488
495,Meadow Lake Mechanical Pulp,Meadow Lake Mechanical Pulp,Saskatchewan,Meadow Lake,55 and 903 Highway East,S9X1V7,875,76.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10495,Mechanical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322111,54.15,-108.333
496,MEG Energy Corp.,MEG Christina Lake Regional Project,Alberta,Regional Municipality of Wood ,02-16-077-05-W4,T2T6N9,22346,835.83,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10496,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,55.6664,-110.714
497,Millar Western Forest Products Ltd.,Whitecourt Pulp Divison,Alberta,Whitecourt,50 Mill Road,T7S1N9,878,63.75,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10497,Mechanical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322111,54.1444,-115.6917
499,NAL Resources Management,Sylvan Lake Gas Plant 14-32-037-03W5M,Alberta,Sylvan Lake,14-32-037-03W5M,       ,6559,56.82,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10499,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,52.22988,-114.39754
500,Northern Pulp Nova Scotia Corporation,Northern Pulp Nova Scotia Corporation,Nova Scotia,New Glasgow,260 Abercrombie Branch Road,B2H5E8,815,77.06,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10500,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322112,45.6533,-62.7183
501,NOVA Chemicals (Canada) Ltd.,Moore Site,Ontario,Mooretown,510 Moore Line,N0N1M0,1788,45.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10501,Resin & Synthetic Rubber Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325210,42.8489,-82.4244
527,O-I Canada Corp.,Plant #34 Montreal,Quebec,Montreal,2376 Wellington Street,H3K1X6,4449,75.36,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10527,Glass Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327214,45.473587,-73.560718
528,Peace River Coal Inc.,Trend Mine (SFO),British Columbia,Tumbler Ridge,1 PDR-46 Road,V0C2W0,20129,97.3,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10528,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,55.0343,-120.9752
529,Keyera Corp,Minnehik Buck Lake Gas Plant,Alberta,Buck Lake,10-05-046-06W5M,       ,1753,72.02,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10529,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,52.9404,-114.8323
531,Peyto Exploration and Development Corporation,Peyto Oldman 11-17-055-21 W5M,Alberta,Edson,11-17-055-21W5M,       ,17698,122.99,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10531,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,53.7539,-117.0888
533,PotashCorp,Potash Corp - Allan Division,Saskatchewan,Allan,13-22-034-01-W2,S0K0C0,2406,124.67,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10533,Potash Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212396,51.9386,-106.084
535,PRODUITS KRUGER s.e.c.,Produits Kruger s.e.c.,Quebec,Crabtree,100 1 ère avenue Avenue,J0K1B0,1875,60.06,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10535,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,45.9633,-73.47
536,Pembina Pipeline Corporation,Empress NGL Extraction Plant,Alberta,Medicine Hat,16-02-020-01W4,       ,6623,75.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10536,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,50.6719,-110.0289
